age,workclass,education-num,marital-status,occupation,race,sex,hours-per-week,income
17.0,Private,7,Never-married,Handlers-cleaners,White,Male,20,<=50K
29.0,Private,11,Never-married,Exec-managerial,White,Male,40,<=50K
43.0,Private,10,Divorced,Sales,White,Female,55,>50K
79.0,Self-employed,8,Widowed,Sales,White,Male,45,>50K
52.0,Private,11,Married,Transport-moving,White,Male,56,<=50K
28.0,Private,15,Never-married,Prof-specialty,White,Female,85,<=50K
27.0,Private,12,Married,Exec-managerial,White,Male,55,<=50K
18.0,Private,8,Never-married,Other-service,White,Male,15,<=50K
25.0,Private,2,Never-married,Other-service,White,Male,25,<=50K
34.0,Private,11,Never-married,Other-service,White,Male,50,<=50K
24.0,Private,9,Never-married,Adm-clerical,White,Female,37,<=50K
45.0,Public,13,Married,Exec-managerial,White,Male,50,>50K
35.0,Private,10,Married,Prof-specialty,Amer-Indian-Eskimo,Male,40,<=50K
43.0,Private,9,Married,Machine-op-inspct,Black,Male,40,>50K
36.0,Private,13,Married,Prof-specialty,White,Male,60,>50K
43.0,Private,14,Never-married,Exec-managerial,White,Female,25,<=50K
19.0,Private,10,Never-married,Other-service,White,Female,40,<=50K
54.0,Self-employed,13,Married,Exec-managerial,White,Male,45,>50K
60.0,Self-employed,10,Married,Exec-managerial,White,Male,40,<=50K
43.0,Private,10,Married,Sales,White,Male,40,>50K
43.0,Private,11,Married,Craft-repair,White,Male,40,<=50K
42.0,Private,10,Married,Adm-clerical,White,Male,40,<=50K
52.0,Private,10,Married,Craft-repair,White,Male,40,>50K
50.0,Public,9,Never-married,Adm-clerical,Black,Female,12,<=50K
35.0,Private,9,Married,Transport-moving,White,Male,50,<=50K
18.0,Private,9,Never-married,Handlers-cleaners,White,Male,20,<=50K
59.0,Public,9,Divorced,Adm-clerical,White,Female,38,<=50K
43.0,Private,10,Married,Craft-repair,White,Male,40,<=50K
56.0,Private,9,Married,Exec-managerial,White,Male,40,>50K
38.0,Private,6,Married,Machine-op-inspct,White,Male,40,>50K
52.0,Private,9,Married,Craft-repair,White,Male,45,>50K
20.0,Private,10,Never-married,Adm-clerical,White,Male,25,<=50K
30.0,Private,11,Married,Tech-support,White,Female,40,<=50K
36.0,Private,10,Divorced,Craft-repair,White,Female,40,<=50K
62.0,Public,11,Widowed,Exec-managerial,Black,Female,40,<=50K
36.0,Private,11,Divorced,Tech-support,White,Female,40,<=50K
58.0,Private,13,Divorced,Craft-repair,White,Female,20,<=50K
32.0,Private,10,Married,Exec-managerial,White,Male,40,>50K
41.0,Private,14,Married,Prof-specialty,White,Female,45,<=50K
38.0,Private,5,Married,Farming-fishing,White,Male,54,<=50K
49.0,Private,16,Married,Sales,White,Male,60,<=50K
36.0,Private,10,Married,Exec-managerial,White,Male,40,<=50K
41.0,Private,13,Married,Exec-managerial,White,Male,50,>50K
27.0,Public,12,Never-married,Adm-clerical,White,Female,40,<=50K
44.0,Private,13,Married,Exec-managerial,White,Male,60,>50K
30.0,Private,4,Never-married,Craft-repair,White,Male,50,<=50K
38.0,Private,9,Divorced,Craft-repair,White,Male,40,<=50K
49.0,Private,12,Separated,Adm-clerical,White,Female,40,<=50K
32.0,Private,9,Married,Exec-managerial,White,Male,40,<=50K
30.0,Private,13,Married,Prof-specialty,White,Male,50,>50K
51.0,Private,11,Married,Other-service,White,Male,50,>50K
74.0,Private,15,Married,Prof-specialty,White,Male,50,>50K
39.0,Self-employed,9,Never-married,Craft-repair,Black,Female,20,<=50K
56.0,Self-employed,7,Widowed,Other-service,White,Female,65,>50K
44.0,Self-employed,10,Married,Craft-repair,White,Male,58,>50K
42.0,Self-employed,13,Married,Prof-specialty,White,Male,21,<=50K
37.0,Private,16,Married,Prof-specialty,White,Female,35,<=50K
45.0,Private,13,Married,Exec-managerial,White,Male,40,>50K
46.0,Private,9,Married,Machine-op-inspct,Asian-Pac-Islander,Male,40,>50K
43.0,Private,12,Married,Sales,Black,Male,60,<=50K
30.0,Public,9,Married,Adm-clerical,White,Female,38,<=50K
21.0,Self-employed,4,Never-married,Craft-repair,White,Male,40,<=50K
30.0,Private,10,Divorced,Tech-support,White,Female,40,<=50K
26.0,Private,13,Never-married,Other-service,White,Male,15,<=50K
59.0,Public,14,Never-married,Exec-managerial,White,Male,40,<=50K
45.0,Private,12,Divorced,Craft-repair,White,Male,40,<=50K
51.0,Private,9,Divorced,Other-service,White,Female,38,<=50K
47.0,Private,13,Married,Prof-specialty,White,Male,60,>50K
23.0,Private,13,Never-married,Adm-clerical,White,Female,20,<=50K
62.0,Private,6,Divorced,Other-service,White,Female,40,<=50K
29.0,Private,11,Never-married,Machine-op-inspct,White,Male,40,<=50K
35.0,Private,4,Married,Machine-op-inspct,White,Male,40,<=50K
26.0,Private,9,Never-married,Adm-clerical,White,Female,40,<=50K
28.0,Self-employed,10,Never-married,Machine-op-inspct,Black,Male,40,<=50K
45.0,Private,9,Married,Craft-repair,White,Male,40,<=50K
62.0,Private,10,Married,Sales,Asian-Pac-Islander,Male,40,>50K
19.0,Private,10,Never-married,Sales,White,Male,15,<=50K
20.0,Private,10,Never-married,Other-service,White,Male,16,<=50K
18.0,Private,10,Never-married,Adm-clerical,White,Female,20,<=50K
36.0,Private,10,Divorced,Prof-specialty,White,Male,40,<=50K
51.0,Private,9,Married,Machine-op-inspct,White,Male,48,<=50K
30.0,Self-employed,9,Never-married,Sales,White,Male,66,<=50K
22.0,Without-pay,9,Never-married,Handlers-cleaners,White,Male,40,<=50K
35.0,Private,13,Married,Prof-specialty,White,Male,16,>50K
19.0,Private,10,Never-married,Sales,White,Male,40,<=50K
33.0,Private,10,Married,Exec-managerial,White,Male,70,>50K
38.0,Private,9,Married,Tech-support,White,Male,50,>50K
43.0,Public,15,Married,Prof-specialty,Black,Male,40,<=50K
33.0,Private,9,Married,Prof-specialty,Amer-Indian-Eskimo,Male,48,>50K
29.0,Private,10,Married,Transport-moving,White,Male,40,<=50K
67.0,Private,9,Never-married,Adm-clerical,White,Female,38,<=50K
26.0,Private,13,Never-married,Adm-clerical,White,Male,24,<=50K
33.0,Private,13,Never-married,Prof-specialty,White,Male,40,>50K
36.0,Private,9,Married,Craft-repair,White,Male,40,>50K
28.0,Private,9,Separated,Craft-repair,White,Male,40,<=50K
18.0,Private,8,Never-married,Other-service,White,Male,20,<=50K
52.0,Self-employed,10,Widowed,Craft-repair,Black,Male,35,<=50K
38.0,Private,13,Married,Adm-clerical,White,Male,40,<=50K
31.0,Public,16,Never-married,Prof-specialty,White,Male,50,>50K
25.0,Self-employed,13,Never-married,Adm-clerical,Black,Female,20,<=50K
46.0,Public,14,Widowed,Exec-managerial,Black,Female,35,<=50K
21.0,Public,10,Never-married,Exec-managerial,White,Male,10,<=50K
68.0,Private,14,Married,Prof-specialty,White,Male,18,<=50K
48.0,Self-employed,10,Divorced,Exec-managerial,White,Male,40,<=50K
36.0,Private,9,Married,Machine-op-inspct,White,Male,40,<=50K
42.0,Self-employed,13,Married,Craft-repair,White,Male,60,>50K
46.0,Private,11,Divorced,Sales,White,Female,40,<=50K
36.0,Private,10,Never-married,Other-service,White,Male,48,<=50K
32.0,Private,14,Never-married,Exec-managerial,White,Female,40,<=50K
26.0,Private,9,Never-married,Adm-clerical,White,Female,40,<=50K
18.0,Private,7,Never-married,Handlers-cleaners,White,Male,40,<=50K
23.0,Public,13,Never-married,Prof-specialty,White,Male,40,>50K
21.0,Public,10,Never-married,Tech-support,White,Female,10,<=50K
25.0,Private,13,Never-married,Prof-specialty,White,Male,20,<=50K
19.0,Private,9,Never-married,Sales,White,Male,50,<=50K
46.0,Self-employed,10,Divorced,Exec-managerial,White,Female,60,<=50K
22.0,Private,13,Never-married,Adm-clerical,White,Male,40,<=50K
36.0,Private,9,Divorced,Craft-repair,White,Male,48,<=50K
29.0,Private,9,Married,Sales,White,Female,18,<=50K
25.0,Private,9,Never-married,Adm-clerical,White,Male,40,<=50K
55.0,Private,6,Married,Other-service,Black,Female,40,<=50K
53.0,Private,9,Married,Craft-repair,White,Male,40,<=50K
36.0,Private,9,Married,Transport-moving,White,Male,50,<=50K
35.0,Self-employed,9,Never-married,Craft-repair,Black,Male,40,<=50K
25.0,Private,10,Married,Exec-managerial,Other,Female,40,<=50K
63.0,Private,5,Separated,Farming-fishing,Black,Male,40,<=50K
40.0,Public,13,Never-married,Prof-specialty,White,Female,40,<=50K
43.0,Private,13,Married,Prof-specialty,White,Male,55,>50K
45.0,Public,13,Divorced,Prof-specialty,White,Female,50,>50K
54.0,Self-employed,10,Married,Sales,White,Male,50,<=50K
51.0,Private,4,Married,Craft-repair,White,Male,40,<=50K
58.0,Self-employed,10,Divorced,Prof-specialty,White,Female,40,<=50K
19.0,Private,9,Never-married,Handlers-cleaners,White,Male,28,<=50K
40.0,Private,10,Married,Craft-repair,White,Male,52,<=50K
26.0,Private,10,Never-married,Adm-clerical,White,Female,45,<=50K
31.0,Public,13,Never-married,Protective-serv,Black,Male,48,<=50K
39.0,Private,10,Divorced,Handlers-cleaners,White,Male,50,>50K
46.0,Public,10,Divorced,Machine-op-inspct,White,Male,40,<=50K
31.0,Private,13,Never-married,Exec-managerial,White,Male,38,<=50K
42.0,Private,13,Married,Adm-clerical,White,Female,40,>50K
36.0,Private,9,Married,Craft-repair,White,Male,44,<=50K
44.0,Private,9,Never-married,Adm-clerical,White,Female,30,<=50K
27.0,Private,15,Never-married,Prof-specialty,White,Female,40,<=50K
18.0,Private,8,Never-married,Adm-clerical,White,Female,20,<=50K
27.0,Private,13,Married,Sales,White,Male,50,<=50K
24.0,Private,2,Never-married,Farming-fishing,Other,Male,66,<=50K
20.0,Private,9,Never-married,Adm-clerical,White,Female,40,<=50K
29.0,Private,12,Never-married,Priv-house-serv,White,Female,50,<=50K
49.0,Private,9,Married,Transport-moving,White,Male,44,<=50K
25.0,Private,13,Married,Prof-specialty,White,Male,40,<=50K
34.0,Private,9,Never-married,Tech-support,Asian-Pac-Islander,Male,35,>50K
56.0,Self-employed,12,Married,Farming-fishing,White,Female,40,<=50K
43.0,Private,9,Separated,Other-service,White,Female,26,<=50K
41.0,Private,13,Married,Exec-managerial,White,Male,40,<=50K
41.0,Private,10,Never-married,Craft-repair,White,Male,40,<=50K
55.0,Private,9,Married,Prof-specialty,White,Male,40,>50K
28.0,Private,9,Married,Handlers-cleaners,White,Male,40,>50K
50.0,Self-employed,9,Married,Farming-fishing,White,Male,84,>50K
21.0,Private,11,Married,Other-service,White,Female,50,<=50K
54.0,Private,9,Married,Craft-repair,White,Male,44,>50K
41.0,Self-employed,16,Married,Prof-specialty,White,Male,70,>50K
34.0,Private,9,Married,Exec-managerial,White,Male,40,>50K
28.0,Self-employed,9,Married,Sales,White,Male,50,>50K
36.0,Private,10,Divorced,Adm-clerical,White,Female,40,<=50K
40.0,Private,7,Married,Machine-op-inspct,White,Male,30,<=50K
36.0,Private,11,Divorced,Adm-clerical,White,Female,40,<=50K
28.0,Private,9,Divorced,Craft-repair,White,Male,45,<=50K
25.0,Private,5,Married,Craft-repair,White,Male,40,<=50K
37.0,Private,12,Never-married,Adm-clerical,White,Female,40,<=50K
31.0,Private,13,Never-married,Sales,White,Male,40,<=50K
36.0,Private,9,Married,Machine-op-inspct,White,Male,85,<=50K
19.0,Private,7,Never-married,Sales,Black,Female,35,<=50K
32.0,Private,13,Married,Adm-clerical,White,Female,35,>50K
25.0,Private,9,Never-married,Tech-support,White,Male,40,<=50K
47.0,Private,10,Widowed,Transport-moving,White,Female,25,<=50K
57.0,Private,13,Married,Exec-managerial,White,Male,60,>50K
23.0,Private,9,Never-married,Tech-support,Asian-Pac-Islander,Male,40,<=50K
18.0,Public,9,Never-married,Adm-clerical,Black,Male,15,<=50K
19.0,Private,10,Never-married,Adm-clerical,White,Female,18,<=50K
45.0,Self-employed,11,Married,Farming-fishing,White,Male,60,<=50K
36.0,Private,13,Divorced,Sales,White,Female,40,<=50K
56.0,Private,9,Married,Handlers-cleaners,White,Male,40,>50K
40.0,Private,13,Married,Prof-specialty,White,Male,45,<=50K
25.0,Public,13,Never-married,Prof-specialty,Black,Female,40,<=50K
50.0,Private,13,Married,Craft-repair,White,Male,40,<=50K
30.0,Private,11,Married,Machine-op-inspct,White,Male,40,>50K
30.0,Private,13,Never-married,Other-service,Asian-Pac-Islander,Male,15,<=50K
34.0,Private,15,Married,Prof-specialty,White,Male,50,>50K
33.0,Private,10,Separated,Exec-managerial,White,Female,40,<=50K
42.0,Private,9,Married,Adm-clerical,White,Male,45,<=50K
45.0,Self-employed,10,Married,Sales,White,Male,40,<=50K
19.0,Private,9,Never-married,Other-service,White,Female,25,<=50K
63.0,Self-employed,10,Widowed,Exec-managerial,White,Male,35,<=50K
31.0,Private,9,Married,Craft-repair,White,Male,47,<=50K
22.0,Private,10,Never-married,Machine-op-inspct,White,Male,48,<=50K
46.0,Public,14,Divorced,Prof-specialty,White,Female,55,>50K
31.0,Private,9,Married,Handlers-cleaners,White,Male,40,<=50K
34.0,Private,10,Never-married,Sales,Black,Male,30,<=50K
31.0,Private,13,Married,Exec-managerial,White,Female,35,>50K
37.0,Private,9,Married,Adm-clerical,White,Male,40,<=50K
29.0,Private,6,Married-spouse-absent,Adm-clerical,White,Female,40,<=50K
26.0,Private,9,Never-married,Craft-repair,Asian-Pac-Islander,Male,40,<=50K
45.0,Public,10,Married,Prof-specialty,White,Male,40,>50K
62.0,Public,4,Married,Craft-repair,White,Male,40,<=50K
29.0,Private,9,Married,Machine-op-inspct,White,Female,40,<=50K
58.0,Public,9,Married,Exec-managerial,White,Male,40,>50K
43.0,Public,9,Married,Craft-repair,White,Male,40,<=50K
62.0,Private,6,Married,Machine-op-inspct,Black,Male,40,<=50K
28.0,Private,10,Divorced,Craft-repair,White,Male,46,<=50K
67.0,Self-employed,14,Married,Sales,White,Male,48,>50K
30.0,Private,7,Never-married,Handlers-cleaners,White,Male,40,<=50K
21.0,Private,12,Never-married,Other-service,White,Female,30,<=50K
55.0,Self-employed,9,Married,Exec-managerial,White,Male,60,<=50K
38.0,Private,13,Married,Exec-managerial,White,Male,40,<=50K
25.0,Private,5,Married,Machine-op-inspct,White,Male,45,<=50K
25.0,Private,6,Never-married,Handlers-cleaners,Black,Male,40,<=50K
45.0,Public,9,Married,Craft-repair,White,Male,40,>50K
39.0,Self-employed,9,Never-married,Craft-repair,White,Male,40,<=50K
55.0,Private,3,Married,Craft-repair,White,Male,50,<=50K
33.0,Self-employed,13,Married,Sales,White,Male,80,>50K
40.0,Private,13,Married-spouse-absent,Prof-specialty,Asian-Pac-Islander,Male,40,>50K
61.0,Private,9,Divorced,Handlers-cleaners,Black,Female,40,<=50K
26.0,Self-employed,9,Married,Exec-managerial,White,Male,45,<=50K
49.0,Private,13,Married,Craft-repair,White,Male,60,<=50K
40.0,Private,16,Married,Prof-specialty,White,Male,40,>50K
42.0,Private,10,Married,Machine-op-inspct,White,Male,40,<=50K
26.0,Private,13,Never-married,Adm-clerical,Black,Female,40,<=50K
28.0,Private,10,Married,Craft-repair,White,Male,50,>50K
46.0,Private,14,Married,Exec-managerial,White,Male,50,>50K
33.0,Private,9,Divorced,Adm-clerical,White,Female,40,<=50K
50.0,Self-employed,15,Married,Prof-specialty,Asian-Pac-Islander,Male,40,<=50K
67.0,Self-employed,15,Married,Prof-specialty,White,Male,25,>50K
27.0,Private,9,Married,Transport-moving,Black,Male,60,<=50K
23.0,Self-employed,9,Never-married,Farming-fishing,White,Male,25,<=50K
26.0,Private,10,Married-spouse-absent,Adm-clerical,White,Female,40,<=50K
20.0,Private,10,Never-married,Sales,White,Female,13,<=50K
34.0,Private,9,Divorced,Sales,White,Male,45,<=50K
57.0,Public,9,Married,Exec-managerial,White,Male,40,>50K
40.0,Private,13,Divorced,Protective-serv,White,Male,45,<=50K
47.0,Public,9,Married,Transport-moving,Black,Male,40,>50K
34.0,Self-employed,9,Married,Craft-repair,White,Male,50,<=50K
20.0,Private,10,Never-married,Prof-specialty,White,Female,15,<=50K
17.0,Private,6,Never-married,Farming-fishing,White,Male,20,<=50K
35.0,Self-employed,15,Married,Prof-specialty,White,Male,50,>50K
43.0,Public,10,Married,Craft-repair,White,Male,40,>50K
23.0,Private,4,Never-married,Machine-op-inspct,Black,Female,40,<=50K
25.0,Private,10,Never-married,Machine-op-inspct,White,Female,50,<=50K
23.0,Private,13,Never-married,Prof-specialty,White,Male,50,<=50K
30.0,Private,12,Married,Exec-managerial,White,Female,50,>50K
46.0,Private,12,Married,Exec-managerial,White,Male,50,>50K
57.0,Private,13,Widowed,Prof-specialty,White,Male,40,>50K
73.0,Private,9,Divorced,Other-service,White,Female,20,<=50K
46.0,Self-employed,13,Married,Sales,White,Male,72,>50K
40.0,Self-employed,10,Married,Tech-support,White,Male,50,>50K
28.0,Private,6,Never-married,Transport-moving,White,Male,30,<=50K
37.0,Private,9,Married,Craft-repair,White,Male,45,>50K
31.0,Private,9,Married,Craft-repair,White,Male,51,<=50K
45.0,Public,13,Separated,Prof-specialty,White,Female,40,<=50K
48.0,Private,5,Divorced,Sales,White,Female,40,<=50K
28.0,Private,9,Married,Machine-op-inspct,White,Male,40,<=50K
45.0,Private,14,Married,Exec-managerial,White,Male,50,>50K
53.0,Private,9,Widowed,Other-service,Black,Female,20,<=50K
22.0,Private,10,Never-married,Prof-specialty,White,Male,98,<=50K
31.0,Private,4,Separated,Craft-repair,White,Female,40,<=50K
22.0,Private,7,Never-married,Sales,White,Female,40,<=50K
58.0,Private,6,Married,Craft-repair,White,Male,40,>50K
28.0,Private,10,Married,Exec-managerial,Asian-Pac-Islander,Male,40,<=50K
32.0,Private,13,Married,Prof-specialty,White,Male,40,<=50K
30.0,Private,6,Never-married,Machine-op-inspct,Black,Female,40,<=50K
33.0,Public,13,Married,Adm-clerical,Black,Male,40,<=50K
41.0,Private,9,Married,Sales,Amer-Indian-Eskimo,Male,50,<=50K
45.0,Private,6,Married,Craft-repair,White,Male,60,<=50K
27.0,Private,3,Never-married,Priv-house-serv,White,Female,40,<=50K
49.0,Private,9,Married,Exec-managerial,White,Female,43,<=50K
51.0,Private,10,Married,Prof-specialty,White,Female,40,>50K
28.0,Private,9,Divorced,Transport-moving,White,Male,50,<=50K
46.0,Private,9,Divorced,Other-service,White,Male,25,<=50K
44.0,Private,9,Married,Exec-managerial,White,Female,40,>50K
39.0,Private,9,Divorced,Adm-clerical,White,Female,40,<=50K
73.0,Self-employed,8,Married,Farming-fishing,White,Male,18,<=50K
53.0,Private,13,Married,Exec-managerial,Asian-Pac-Islander,Male,50,>50K
52.0,Public,10,Divorced,Transport-moving,White,Female,40,<=50K
32.0,Private,3,Married,Machine-op-inspct,Asian-Pac-Islander,Female,40,>50K
38.0,Private,9,Married,Exec-managerial,White,Male,50,<=50K
26.0,Self-employed,9,Divorced,Exec-managerial,White,Male,78,>50K
36.0,Private,9,Married,Tech-support,White,Male,50,<=50K
38.0,Private,13,Divorced,Exec-managerial,White,Male,55,>50K
43.0,Private,9,Divorced,Adm-clerical,Black,Male,38,<=50K
67.0,Private,13,Married,Prof-specialty,White,Male,2,<=50K
48.0,Private,11,Married,Sales,White,Male,40,>50K
20.0,Private,9,Never-married,Transport-moving,Black,Male,45,<=50K
47.0,Private,6,Married,Machine-op-inspct,White,Male,46,>50K
19.0,Private,9,Never-married,Sales,White,Male,50,<=50K
31.0,Private,8,Never-married,Sales,White,Male,32,<=50K
30.0,Private,13,Married,Tech-support,White,Female,16,>50K
54.0,Private,10,Married,Prof-specialty,White,Male,40,>50K
62.0,Public,13,Divorced,Prof-specialty,White,Male,40,>50K
25.0,Private,13,Never-married,Craft-repair,White,Male,40,<=50K
28.0,Private,10,Never-married,Other-service,White,Male,40,<=50K
25.0,Private,9,Never-married,Exec-managerial,White,Male,45,<=50K
53.0,Private,9,Divorced,Machine-op-inspct,White,Female,40,<=50K
43.0,Private,10,Married,Sales,White,Male,43,>50K
41.0,Public,9,Never-married,Transport-moving,White,Female,40,>50K
42.0,Private,13,Divorced,Prof-specialty,White,Male,40,<=50K
54.0,Self-employed,13,Married,Exec-managerial,White,Male,40,>50K
24.0,Private,13,Never-married,Exec-managerial,Asian-Pac-Islander,Female,40,<=50K
27.0,Public,13,Never-married,Adm-clerical,White,Female,40,<=50K
18.0,Private,7,Never-married,Prof-specialty,White,Male,3,<=50K
46.0,Public,9,Married,Transport-moving,White,Male,40,<=50K
